id;nature;couleur;nb_places;date_realisation;observations;meta_insee;meta_siren;meta_datcreat;meta_datmaj;meta_datsupp;meta_source;meta_actif;meta_resolution_spatiale;meta_licence;meta_observations;meta_genealogie;nom_fic;lamb93_x;lamb93_y;gps_x_long;gps_y_lat;latitude;longitude
49;Aréa;gris;12;20180130;;84007;218400075;20180807143811.975329;20180807143811.975329;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;844761.6079637969;6318099.072866815;4.803348788676409;43.94701677640037;43.94701677640037;4.803348788676409
50;festival;gris;8;20180130;;84007;218400075;20180807143811.975329;20180807143811.975329;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;844755.6880791236;6318250.257613855;4.8033180722833855;43.94837824579774;43.94837824579774;4.8033180722833855
51;festival;gris;8;20180130;;84007;218400075;20180807143811.975329;20180807143811.975329;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;844764.1694523573;6318061.788977764;4.803370081367534;43.94668079623633;43.94668079623633;4.803370081367534
52;Temporaire;gris;6;20180130;;84007;218400075;20180807143811.975329;20180807143811.975329;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;844312.2090263364;6318380.324310761;4.797832155730671;43.94963949728614;43.94963949728614;4.797832155730671
53;festival;bleu;2;20180810;;84007;218400075;20180817143531.793924;20180817143531.793924;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;846155.6687134615;6317097.635623929;4.820421436337212;43.93771875005538;43.93771875005538;4.820421436337212
54;festival;bleu;2;20180810;;84007;218400075;20180817143531.793924;20180817143531.793924;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;846156.7450655791;6317133.020699795;4.82044499706541;43.938036893062765;43.938036893062765;4.82044499706541
55;festival;bleu;3;20180810;;84007;218400075;20180817143531.793924;20180817143531.793924;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;846129.7017186242;6316525.554473416;4.819933923090499;43.93257702061817;43.93257702061817;4.819933923090499
56;festival;bleu;2;20180810;;84007;218400075;20180817143531.793924;20180817143531.793924;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;846593.8112973368;6316865.009022506;4.825809733450059;43.935534735468266;43.935534735468266;4.825809733450059
57;festival;bleu;2;20180810;;84007;218400075;20180817143531.793924;20180817143531.793924;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;846898.4189466211;6316873.081663388;4.829604560999869;43.93554391951078;43.93554391951078;4.829604560999869
58;festival;bleu;3;20180810;;84007;218400075;20180817143531.793924;20180817143531.793924;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;846196.3682779087;6317248.055832361;4.820971382795848;43.93906366498096;43.93906366498096;4.820971382795848
59;festival;bleu;4;20180810;;84007;218400075;20180817143531.793924;20180817143531.793924;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;846121.6963497492;6317306.986110802;4.8200585403771745;43.93960936470949;43.93960936470949;4.8200585403771745
60;festival;bleu;4;20180810;;84007;218400075;20180817143531.793924;20180817143531.793924;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;846529.3647142949;6316967.800649735;4.825036929236859;43.936472975892435;43.936472975892435;4.825036929236859
61;festival;bleu;3;20180810;;84007;218400075;20180817143531.793924;20180817143531.793924;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;846159.368673866;6316804.666031908;4.820383395045002;43.935082081178415;43.935082081178415;4.820383395045002
62;festival;bleu;4;20180810;;84007;218400075;20180817143531.793924;20180817143531.793924;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;846049.9843899136;6318398.003526008;4.819478706137192;43.94944036997584;43.94944036997584;4.819478706137192
63;festival;bleu;3;20180820;;84007;218400075;20180820151323.630435;20180820151323.630435;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;846078.9525323441;6317083.614626626;4.819462223689064;43.93760851182653;43.93760851182653;4.819462223689064
1;festival;bleu;6;20170920;;84007;218400075;20171020114934.632;20181026105826.514115;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;846012.6699791664;6317989.188927085;4.8188967149528885;43.945769900319355;43.945769900319355;4.8188967149528885
64;festival;gris;10;;;84007;218400075;20181031105752.365126;20181031105932.612962;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;845518.0071224009;6318544.476701267;4.812895596910986;43.95086833670416;43.95086833670416;4.812895596910986
65;Temporaire;;3;20181009;;84007;218400075;20190424102215;20190424102215;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;847245.6028868932;6318213.813470477;4.834314991650775;43.947534242339934;43.947534242339934;4.834314991650775
66;festival;bleu;2;20171010;;84007;218400075;20190424102215;20190424102215;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;848905.2250253243;6317957.907066292;4.854907329440244;43.94488292656746;43.94488292656746;4.854907329440244
67;Temporaire;;3;20190321;;84007;218400075;20190424102215;20190424102215;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;846882.5801768654;6317817.807733723;4.829679959396565;43.94404709028762;43.94404709028762;4.829679959396565
68;Temporaire;;3;20190321;;84007;218400075;20190424102215;20190424102215;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;846914.7255394205;6317812.0487925485;4.830078580526003;43.943988572391206;43.943988572391206;4.830078580526003
48;festival;gris;8;20180130;;84007;218400075;20180807143811.975329;20190424105527;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;844747.7274295217;6318227.334132079;4.803212415336344;43.94817363251389;43.94817363251389;4.803212415336344
69;festival;gris;4;20180903;;84007;218400075;20190424105527;20190424105527;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;845982.614733344;6318601.337857499;4.8186980510075195;43.951283788497;43.951283788497;4.8186980510075195
70;festival;gris;2;20180903;;84007;218400075;20190424105527;20190424105527;;Mairie Avignon / Pôle Paysages Urbains / DPT Aménagement Mobilité;t;;Licence ouverte / Open licence : lO / Ol (Etalab);;;84007-veloArceaux;845068.0948748547;6318320.092112145;4.8072284822478855;43.94894229370725;43.94894229370725;4.8072284822478855
